Latitude [°],Longitude [°],Was cleaned,Access type,Distance from the road [m],Location type,Waste area [m²],Waste volume [m³],Organic waste [%],Construction waste [%],Mixed/non-recyclable waste [%],Bulky waste [%],Tires [%],Motor vehicles [%],Hazardous/toxic waste [%],Asbestos panels [%],Barrels with hazardous/unknown liquid,Waste partially buried?,Importance assessment,IRSOP,Duty of Slovenia Forest Service,Entry creation date,Last modification date,Geopedia URL,ID,Name,Description/quantity of hazardous waste,Municipality,Land registry property ID
continuous,continuous,0 1,Inaccessible Off-road On\ foot Private\ car Unsafe\ access,continuous,Basin Plane Slope,continuous,continuous,0 1 2 3 4 5 6 8 9 10 14 15 16 18 19 20 25 27 30 33 34 35 37 38 40 43 44 45 47 48 49 50 53 54 55 58 59 60 62 65 66 67 68 70 73 74 75 78 79 80 83 84 85 88 90 92 93 94 95 96 97 98 99 100,continuous,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 23 25 29 30 33 34 35 38 40 43 45 48 49 50 53 55 59 60 61 62 65 68 69 70 73 75 77 80 83 84 85 89 90 93 94 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 18 19 20 22 23 24 25 29 30 33 34 35 38 39 40 44 45 49 50 54 55 59 60 63 65 66 67 69 70 71 72 74 75 77 78 79 80 82 84 85 89 90 92 93 94 95 96 98 99 100,0 1 2 3 4 5 7 10 11 15 20 25 30 40 50 60 65 70 75 80 90 95 100,0 1 5 10 15 20 25 30 35 40 50 60 70 75 80 85 90 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 18 19 20 23 25 30 33 35 37 40 45 49 50 55 57 60 65 67 69 70 75 80 85 90 93 94 95 99 100,0 1 2 3 4 5 6 8 10 12 15 20 23 25 30 33 35 40 50 55 60 67 70 75 80 85 90 95 98 99 100,0 1,0 1,continuous,Celje Koper Kranj Ljubljana Maribor Murska\ Sobota Nova\ Gorica Novo\ Mesto Novo\ mesto,0 1,time,time,string,continuous,string,string,string,string
,,,,,,,,,,,,,,,,,,,,,,,meta,meta,meta,meta,meta,meta
46.0901491061,14.5253021585,1,Private car,0.0,Plane,5.0,2.0,,40.0,60,,,,,,0,0,,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1405,1405.0,,,Ljubljana,2191-2280/14
46.0888103043,14.5279128203,0,Private car,0.0,Plane,3.0,10.0,,10.0,10,70,10,,,,0,0,8.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1406,1406.0,,,Ljubljana,2191-2283
46.0881348905,14.5299487603,1,On foot,20.0,Plane,40.0,10.0,,,5,,,,5,90,0,0,18.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1407,1407.0,,5 m3 salonitnih plošč,Ljubljana,2191-2281
46.0891253706,14.5301343161,0,Unsafe access,30.0,Basin,80.0,50.0,,10.0,20,30,,,10,30,0,0,33.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1408,1408.0,,,Ljubljana,2191-1964
46.0897446148,14.5275686316,0,Private car,15.0,Plane,20.0,10.0,0,10.0,0,,0,0,,90,0,0,16.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1409,1409.0,,,Ljubljana,2191-1926
45.6350589629,14.2243644459,0,Private car,50.0,Plane,20.0,10.0,,,100,,,,,,0,0,4.0,Koper,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1410,1410.0,,,Pivka,1575-432/4
46.0909914143,14.526639833,0,On foot,20.0,Basin,25.0,25.0,10,70.0,20,,,,,,0,0,9.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1412,1412.0,,,Ljubljana,2191-1894
46.5444625697,15.6861965081,0,Private car,20.0,Plane,3.0,10.0,20,20.0,20,20,,,10,10,0,0,6.0,Maribor,0,2010-04-18,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1414,1414.0,,"Salonitne plošče, asfalt in verjetno še veliko stvari.",Maribor,480-560/3
46.0915716688,14.5255356596,0,On foot,20.0,Plane,20.0,2.0,,20.0,,30,,,20,30,0,0,9.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1417,1417.0,,1 m3 pnevmatik,Ljubljana,2191-1871
46.0951235366,14.525026689,0,On foot,30.0,Plane,20.0,2.0,5,20.0,15,20,5,,10,25,0,0,3.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1418,1418.0,,"cca. 2 m3 salonitnih plošč, cca. 1 m3 pnevmatik",Ljubljana,2191-1860/2
46.7747636361,16.2425852884,0,On foot,1.0,Basin,50.0,2.0,100,10.0,,,,,,,0,0,1.0,Murska Sobota,0,2010-04-04,2015-04-14,http://www.geopedia.si/?params=T1199_L6357_F1419,1419.0,,,Gornji Petrovci,1600-7574
45.8356380868,14.4576506854,0,Off-road,30.0,Slope,15.0,10.0,0,0.0,0,95,,,5,,0,0,8.0,Ljubljana,0,2010-03-09,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1420,1420.0,,"Večinoma gre za kakšne stare štedilnike, posodo, kakšen akumulator bi se tudinašel.",Cerknica,891-1004
46.2033141567,14.5534710944,0,Private car,50.0,Basin,20.0,10.0,0,0.0,0,100,,,,,0,0,4.0,Ljubljana,0,2010-04-02,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1421,1421.0,,"Avtomobilske gume, približno 30 kom., odbijač,",Komenda,2307-359/1
46.2056287302,14.5563680283,0,Private car,30.0,Plane,3.0,1.0,0,0.0,100,0,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1422,1422.0,,"Plastenke v vedrih, ob gozdni poti",Komenda,2307-377
46.2075799641,14.5560672205,0,Off-road,70.0,Plane,10.0,10.0,0,100.0,0,0,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1423,1423.0,,Gradbeni material na robu travnika,Komenda,2307-373
45.8240641796,14.7084150668,0,Off-road,200.0,Basin,500.0,10.0,,,40,60,,,,,0,0,5.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1424,1424.0,,,Dobrepolje,1230-115
46.417864692,15.9142647977,0,Off-road,60.0,Plane,80.0,25.0,30,55.0,10,5,,,,,0,0,3.0,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1425,1425.0,,,Ptuj,2181-255/2
46.4176088583,15.914754856,1,Private car,10.0,Plane,200.0,1.0,,20.0,70,10,,,,,0,0,1.0,Maribor,0,2010-03-28,2012-12-13,http://www.geopedia.si/?params=T1199_L6357_F1426,1426.0,,,Ptuj,2181-215/2
46.4182467241,15.9148695953,1,Private car,5.0,Plane,20.0,1.0,,10.0,80,10,,,,,0,0,1.0,Maribor,0,2010-03-28,2012-12-13,http://www.geopedia.si/?params=T1199_L6357_F1427,1427.0,,,Ptuj,2181-215/2
46.4209217976,15.9201051684,1,Off-road,350.0,Plane,40.0,25.0,,75.0,20,,,,,5,0,0,10.0,Maribor,0,2010-03-28,2013-04-24,http://www.geopedia.si/?params=T1199_L6357_F1428,1428.0,,"posamezne gume, nekaj plošč salonita ( zlomljenih)...",Ptuj,2181-61/4
46.2234722951,15.2502394771,0,Private car,5.0,Plane,15.0,2.0,,60.0,40,0,,,,,0,0,1.0,Celje,0,2010-03-28,2011-04-05,http://www.geopedia.si/?params=T1199_L6357_F1432,1432.0,,,Celje,1472-240/4
45.8111666845,13.7289553335,1,On foot,5.0,Basin,500.0,10.0,,0.0,50,,,,,50,0,0,10.0,Koper,0,2010-04-04,2016-02-09,http://www.geopedia.si/?params=T1199_L6357_F4201,4201.0,,"Salonitke 2-5m3,izolacija 2-3m3",Komen,2233-1444/21
46.6986535499,16.2063951284,0,Off-road,1.0,Slope,10.0,25.0,0,10.0,70,20,,,,,0,0,8.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1433,1433.0,,cca. 1kg nevarnih pdpadkov,Moravske Toplice,1352-3243
46.5967517871,15.2064026163,1,Private car,5.0,Basin,250.0,500.0,,60.0,,10,,,30,,0,0,77.0,Maribor,0,2010-03-28,2012-10-08,http://www.geopedia.si/?params=T1199_L6357_F1434,1434.0,,,Vuzenica,1389-1462/4
46.6977285526,16.2045308077,0,Private car,5.0,Slope,20.0,50.0,0,80.0,20,0,,,,,0,0,7.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1435,1435.0,,,Moravske Toplice,809-224
46.6618674814,16.2257655727,0,Private car,10.0,Plane,15.0,25.0,,100.0,,,,,,,0,0,4.0,Murska Sobota,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F1436,1436.0,,,Moravske Toplice,1253-1548/1
46.0954258761,15.2360026748,0,Private car,30.0,Slope,250.0,25.0,5,,5,15,,,75,,0,0,16.0,Celje,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1437,1437.0,,"<font face=""arial,helvetica,sans-serif"" size=""2"">0.5 m3 steklo plastika kovine,1.0 m3 bela tehnika, 5 avtomobilskih školk</font>",Laško,2501-578/2
46.1745380343,13.7904552543,0,Private car,5.0,Slope,4.0,1.0,,,20,80,,,,,0,0,1.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1438,1438.0,,"Kovinski sod in nekaj plastične embalaže, pod cesto.",Tolmin,433-351/2
46.6946638778,16.1809271852,0,Off-road,10.0,Plane,60.0,50.0,0,97.0,0,0,,,3,,0,0,8.0,Murska Sobota,0,2010-03-27,2010-03-27,http://www.geopedia.si/?params=T1199_L6357_F1439,1439.0,,azbestne plošče,Moravske Toplice,809-1/1
46.1751114682,13.8064896354,0,Private car,5.0,Slope,5.0,1.0,,,30,70,,,,,0,0,1.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1440,1440.0,,"Odvrženi kovinski lonci, kovinska mreža in nekaj plastične embalaže, podcesto ob strugi potoka.",Tolmin,1100-368/102
45.6002769432,13.951180691,1,Private car,200.0,Plane,20.0,10.0,,50.0,,,,,,50,0,0,8.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F1441,1441.0,,Na divjem odlagališču so cementne in azbestno-cementne plošče (salonitke).,Hrpelje-Kozina,258-100
46.176931923,13.8145581738,0,Private car,3.0,Slope,5.0,2.0,,80.0,20,,,,,,0,0,1.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1442,1442.0,,"Nekdo ki gradi hišo na Selih je odvrgel nekaj vreč cementa,oz. grad. lepila,embalaže in drugih grad. odpadkov pod cesto.",Tolmin,1100-368/106
45.5992192743,13.9555586264,0,Off-road,1000.0,Plane,10.0,2.0,,45.0,,45,,,10,,0,0,2.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1447,1447.0,,Azbestno-cementne plošče.,Hrpelje-Kozina,258-3744
46.1815637202,13.8143808986,0,Private car,10.0,Basin,100.0,25.0,,60.0,10,20,,,10,,0,0,10.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1448,1448.0,,"Večje vaško odlagališče izkopnega materiala, azbestne kritine, kosovnihodpadkov, pločevine in razne plastične embalaže.",Tolmin,1100-368/102
45.6007334967,13.9382637907,1,Private car,10.0,Plane,4.0,1.0,,,100,,,,,,0,0,1.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F1449,1449.0,,,Hrpelje-Kozina,258-3365/1
45.5989455017,13.9346827689,1,On foot,30.0,Plane,20.0,50.0,,,100,,,,,,0,0,10.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F1450,1450.0,,,Hrpelje-Kozina,258-3368
46.0455870686,14.5738539974,0,Off-road,300.0,Plane,5000.0,1000.0,0,85.0,0,0,,,5,10,0,1,84.0,Ljubljana,0,2010-04-18,2015-10-23,http://www.geopedia.si/?params=T1199_L6357_F1451,1451.0,,"Salnota manj, asfalta ogromno.",Ljubljana,986-76/4
45.6062663303,13.9410567093,1,On foot,15.0,Slope,10000.0,25.0,,,50,45,,,5,,0,0,12.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F1452,1452.0,,Baterije ipd.,Hrpelje-Kozina,258-3240
45.4944934793,14.2815944355,0,Private car,10.0,Slope,200.0,50.0,20,25.0,25,20,,,10,,0,0,16.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1453,1453.0,,,Ilirska Bistrica,1210-408/91
45.6147739488,13.9024309893,1,Private car,2.0,Slope,30.0,50.0,,80.0,20,,,,,,0,0,7.0,Koper,0,2010-03-28,2015-10-09,http://www.geopedia.si/?params=T1199_L6357_F1454,1454.0,,,Hrpelje-Kozina,323-2894/24
46.0938739139,14.5231104879,1,Private car,15.0,Plane,30.0,10.0,5,45.0,30,20,,,,,0,0,8.0,Ljubljana,0,2010-03-10,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1455,1455.0,,,Ljubljana,2191-2280/14
46.0445647829,14.5723630339,0,Private car,100.0,Plane,100.0,10.0,0,85.0,0,0,,,,15,0,0,5.0,Ljubljana,0,2010-04-18,2011-12-29,http://www.geopedia.si/?params=T1199_L6357_F1456,1456.0,,Salonitne plošče.,Ljubljana,986-140/5
46.7023584378,16.2065561273,0,Off-road,5.0,Basin,50.0,100.0,0,70.0,69,23,,,1,,0,0,22.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1457,1457.0,,"10 kg embalaže, 85 kg azbestne plošče, 25 kg avtomobilska plastika inavtomobilsko steklo",Moravske Toplice,1171-1258
46.0461554734,14.5694693168,0,Private car,150.0,Plane,10.0,10.0,0,65.0,,30,,,,5,0,1,3.0,Ljubljana,0,2010-04-18,2013-04-12,http://www.geopedia.si/?params=T1199_L6357_F1458,1458.0,,,Ljubljana,986-277/4
46.058083156,14.5663007012,0,Off-road,200.0,Plane,10.0,2.0,0,20.0,60,10,,,10,,0,0,2.0,Ljubljana,0,2010-03-28,2011-04-14,http://www.geopedia.si/?params=T1199_L6357_F1459,1459.0,,Kabli.,Ljubljana,390-422/4
46.7190698237,16.1776006909,0,Private car,5.0,Plane,10.0,10.0,0,0.0,60,40,,,10,,0,0,7.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1460,1460.0,,30 kg azbestne plošče,Moravske Toplice,1171-24
46.7179312367,16.1850581797,0,Private car,100.0,Plane,25.0,25.0,0,0.0,40,50,,,10,,0,0,10.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1462,1462.0,,"10 kg embalaža, 3 kg spreji, 2 kom gum s platišči, 2 kom. gum brez platišč",Moravske Toplice,1171-424
46.7131788485,16.1870076518,0,Off-road,50.0,Plane,200.0,100.0,0,30.0,61,8,,,1,,0,0,19.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1463,1463.0,,"170 kg azbestne kritine, 20 kg embalaže, 5 kg spreji,1 kom gum s platišči in5 kom gum brez platišč",Moravske Toplice,1171-390
46.7517970649,16.2920052628,0,Private car,5.0,Plane,3.0,1.0,0,0.0,100,0,,,,,0,0,1.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1464,1464.0,,,Moravske Toplice,1486-1255
46.7531828233,16.2324421975,0,On foot,150.0,Slope,3000.0,250.0,0,44.0,30,25,,,2,,0,0,28.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1465,1465.0,,"170 kg azbestne kritine, 15 kg avtomobilska plastika in steklo, 20 kom gumbrez platišč",Moravske Toplice,1485-2050
46.7468491785,16.2711034252,0,Private car,5.0,Slope,2500.0,500.0,3,13.0,77,6,,,1,,0,0,56.0,Murska Sobota,0,2010-03-21,2010-03-21,http://www.geopedia.si/?params=T1199_L6357_F1466,1466.0,,"430 kg azbestne kritine, 15 kg avtom. plastika i navtomobilsko steklo, 10 kgembalaže, 20 kom gum brez platišč<table cellpadding=""0"" border=""0"" cellspacing=""0""><tbody><tr><td align=""left"">ocistimo_si_uporabnik</td><td align=""left"">19.03.2010 17:52:32</td></tr></tbody></table>To smetišče ne spucamo 3 tedne!!!!!",Moravske Toplice,1485-1024
46.3397920589,14.0794365537,0,Private car,10.0,Basin,30.0,100.0,50,50.0,,,,,,,0,0,6.0,Kranj,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1467,1467.0,,,Bled,2358-1232
46.7295947215,16.2588179336,0,Off-road,10.0,Slope,300.0,250.0,9,10.0,68,12,,,1,,0,0,36.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1468,1468.0,,"10 kg embalaže, 1 kg nevarni spreji, 15 kg avtomobilske plastike, 10 kom gumbrez platišč",Moravske Toplice,1496-2349
46.7128562236,16.269036238,0,Off-road,500.0,Slope,20.0,50.0,0,0.0,30,70,,,,,0,0,10.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1469,1469.0,,,Moravske Toplice,1497-68/1
45.9645987449,13.6399979157,1,Private car,1.0,Plane,50.0,25.0,,60.0,,20,,,,20,0,0,,Nova Gorica,0,2010-03-16,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1470,1470.0,,Salonitke cca. 2m2.,Nova Gorica,776-14
46.6921444414,16.2820963018,0,Private car,100.0,Slope,2000.0,1000.0,0,3.0,94,2,,,1,,0,0,84.0,Murska Sobota,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F1471,1471.0,,"850 kg azbestne kritine, 10 kg nevarne embalaže, 10 kg spreji in podobninevarni odpadki, 50 kom gum",Moravske Toplice,1497-6098
46.7119135939,16.2417958137,0,Off-road,50.0,Slope,300.0,250.0,10,2.0,85,7,,,1,,0,0,36.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1472,1472.0,,"340 kg azbestne kritine, 10 kg avtomobilske plastike in avtomobilskegastekla, 5 kg nevarne embalaže, 1 kg sprejev, 2 kom gum s platišči in 20 kom gumbrez platišč",Moravske Toplice,1352-633
46.6639955445,16.314466197,0,Private car,5.0,Plane,20.0,50.0,0,80.0,20,0,,,,,0,0,10.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1473,1473.0,,,Moravske Toplice,1353-6183
46.6808223314,16.3055539945,0,Off-road,200.0,Slope,20.0,50.0,0,30.0,60,10,,,,,0,0,11.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1474,1474.0,,,Moravske Toplice,1353-511/2
46.7235568965,16.2920110768,0,Private car,30.0,Slope,500.0,250.0,2,5.0,70,22,,,1,,0,0,34.0,Murska Sobota,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F1475,1475.0,,"170 kg azbestne kritine, 1 kg nevarne embalaže",Moravske Toplice,1495-4471
46.7276061151,16.3046284459,0,Private car,5.0,Basin,2000.0,250.0,0,5.0,84,10,,,1,,0,0,34.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1476,1476.0,,"170 kg azbestne kritine, 6 kg avtomobilske plastike in avtomobilskega stekla,3 kg nevarne embalaže",Moravske Toplice,1495-5036
46.7260470392,16.2857907608,0,Off-road,10.0,Slope,20.0,25.0,0,10.0,80,9,,,1,,0,0,8.0,Murska Sobota,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F1477,1477.0,,"340 kg azbestne kritine, 1 kg nevarne embalaže, 2 kom gum brez platišča",Moravske Toplice,1495-3059
45.9391534624,14.2446512242,1,Private car,20.0,Plane,10.0,1.0,10,20.0,40,30,,,10,,0,0,2.0,Ljubljana,0,2010-03-28,2012-07-12,http://www.geopedia.si/?params=T1199_L6357_F1478,1478.0,,"Odlagališče je očitno bilo očiščeno, vendar se ponovno kopičijo odpadki, kiso precej razpršeni.",Logatec,2198-1755/1
46.4030352507,16.1595972096,0,On foot,200.0,Plane,1.0,25.0,70,10.0,15,2,,,1,,0,0,4.0,Maribor,0,2010-04-18,2011-04-21,http://www.geopedia.si/?params=T1199_L6357_F1479,1479.0,,"Odpadni laki v kovinski embalaži,nekaj malega.",Ormož,384-1065/7
46.1428378793,14.9667270407,0,Private car,20.0,Slope,7.0,10.0,0,2.0,3,10,,,,85,0,0,10.0,Ljubljana,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1481,1481.0,,"8 kos pnevmatik, 0,2m3 salonitk, cca. 10 palet, lesene plošče",Zagorje ob Savi,1073-3
45.9592868059,13.6518679637,1,Private car,10.0,Plane,100.0,10.0,,,30,50,,,20,,0,0,7.0,Nova Gorica,0,2010-03-28,2017-03-21,http://www.geopedia.si/?params=T1199_L6357_F1482,1482.0,,Azbestne plošče,Nova Gorica,776-358/11
46.0967181322,14.5298758348,1,On foot,20.0,Plane,5.0,10.0,60,20.0,20,,,,,,0,0,3.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1483,1483.0,,,Ljubljana,2191-1932/1
46.0969139395,14.5293568459,1,Private car,0.0,Plane,2.0,1.0,,,,100,,,,,0,0,,Ljubljana,0,2010-03-10,2015-04-23,http://www.geopedia.si/?params=T1199_L6357_F1485,1485.0,,,Ljubljana,2191-1903/1
46.0958628222,14.5297408416,0,On foot,0.0,Plane,40.0,25.0,,100.0,,,,,,,0,0,6.0,Ljubljana,0,2010-03-10,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1486,1486.0,,,Ljubljana,2191-1934/2
46.0951976217,14.5298887559,0,On foot,0.0,Plane,40.0,10.0,,60.0,10,30,,,,,0,0,3.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1487,1487.0,,,Ljubljana,2191-1941
46.4197224342,15.9204492521,1,Off-road,200.0,Plane,400.0,25.0,10,80.0,10,,,,,,0,0,6.0,Maribor,0,2010-03-28,2013-04-24,http://www.geopedia.si/?params=T1199_L6357_F1488,1488.0,,,Ptuj,2181-54/2
46.4190958731,15.9200484332,1,Off-road,130.0,Plane,200.0,10.0,,30.0,20,,,,,50,0,0,9.0,Maribor,0,2010-03-28,2013-04-24,http://www.geopedia.si/?params=T1199_L6357_F1489,1489.0,,gume in salonitne plošče,Ptuj,2181-55/3
46.0937626004,14.5310002023,1,On foot,50.0,Plane,300.0,25.0,,,,,,,10,90,0,0,,Ljubljana,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1490,1490.0,,"17 m3 salonitnih plošč, pločevinke barv in lakov",Ljubljana,2191-2211/8
46.4186329073,15.9194422295,1,Off-road,70.0,Plane,100.0,2.0,,,100,,,,,,0,0,1.0,Maribor,0,2010-03-28,2013-04-24,http://www.geopedia.si/?params=T1199_L6357_F1491,1491.0,,,Ptuj,2181-50/3
46.0933560849,14.5306027473,1,Private car,10.0,Plane,100.0,25.0,,,,10,,,10,80,0,0,,Ljubljana,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1492,1492.0,,"2 m3 pnevmatik, 13 m3 salonitnih plošč",Ljubljana,2191-1957
46.4182142896,15.9189148347,1,Private car,10.0,Plane,60.0,1.0,,40.0,30,,,,30,,0,0,2.0,Maribor,0,2010-03-28,2013-04-24,http://www.geopedia.si/?params=T1199_L6357_F1493,1493.0,,kosi asfalta,Ptuj,2181-169/3
46.0925376136,14.5306743516,0,On foot,0.0,Plane,10.0,10.0,0,25.0,0,25,0,0,0,50,0,0,14.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1494,1494.0,,,Ljubljana,2191-1960
46.4282265702,15.9235459729,1,Off-road,160.0,Plane,15.0,1.0,,20.0,80,,,,,,0,0,1.0,Maribor,0,2010-03-28,2014-05-08,http://www.geopedia.si/?params=T1199_L6357_F1495,1495.0,,,Ptuj,2354-775
46.0920852077,14.5300574534,0,On foot,0.0,Plane,5.0,1.0,10,20.0,20,30,,,0,20,0,0,4.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1496,1496.0,,,Ljubljana,2191-1954
46.4291451832,15.9234313738,1,Off-road,250.0,Plane,250.0,50.0,20,30.0,20,20,,,,10,0,0,18.0,Maribor,0,2010-03-28,2014-05-08,http://www.geopedia.si/?params=T1199_L6357_F1497,1497.0,,"ostanki salonitnih plošč, plastične posode z ?...",Ptuj,2354-746/1
45.7851074506,15.0895426198,1,Private car,60.0,Plane,3.0,1.0,70,30.0,,,,,,,0,0,,Murska Sobota,0,2010-03-28,2011-03-26,http://www.geopedia.si/?params=T1199_L6357_F1498,1498.0,Hruševec,,Straža,757-2233/2
46.0918720398,14.530731725,1,On foot,60.0,Basin,5.0,2.0,,50.0,,20,5,,20,5,0,0,45.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1499,1499.0,,,Ljubljana,2191-1963
46.0880946191,14.518117182,0,Off-road,30.0,Slope,10.0,10.0,10,80.0,,10,,,,,0,0,2.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1500,1500.0,,"Odlagališče je na dveh koncih, na enem pretežno gradbeni odpadki in kosovniodpadki (pnevmatike, plastični stoli, pohištvo,...), na drugem vejevje inpodobno, vmes pa pločevinke, plastenke in ostale smeti.<img alt="""" src=""image/get/29034?w=100&amp;h=100&amp;pediaSid=d2d94bbde1ab3e61994e66deb618bec083a1a76e0baf6bcc6de51b827a201f3f""/><img alt="""" src=""image/get/29032?w=100&amp;h=100&amp;pediaSid=d2d94bbde1ab3e61994e66deb618bec083a1a76e0baf6bcc6de51b827a201f3f""/>",Ljubljana,2191-438
46.0910940896,14.5297167138,1,On foot,100.0,Plane,25.0,25.0,,,,,,,,100,0,0,22.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1501,1501.0,,,Ljubljana,2191-1954
46.0924134696,14.5289295752,0,On foot,0.0,Plane,10.0,10.0,,60.0,,,,,10,30,0,0,12.0,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1502,1502.0,,"Salonitne plošče so že odstranjene, a je ostalo še nekaj gradbenegamateriala.",Ljubljana,2191-1940
45.7895998531,15.0975370183,1,Private car,10.0,Plane,48.0,100.0,,90.0,10,,,,,,0,0,10.0,Murska Sobota,0,2010-03-28,2013-11-18,http://www.geopedia.si/?params=T1199_L6357_F1503,1503.0,Straža,,Straža,757-1142/21
46.0905062813,14.5333813592,1,On foot,5.0,Plane,20.0,2.0,10,60.0,20,,,,10,,0,0,,Ljubljana,0,2010-03-28,2015-03-25,http://www.geopedia.si/?params=T1199_L6357_F1504,1504.0,,1/2 m3 pnevmatik,Ljubljana,2191-2003/1
